OBJECTID,SampleID,Ename,ID_Number,Peviously_Marked,Marked_mussel,Status,Sex,Gravidity,Age,Length,Height,VoucherLocation,VoucherType,ZebrasAttached,Comments,Northing,Easting,Method,NumberLive,NUM5YEAR,NumZebrasAttached1,PerZebraCoverage1,Listed_old,Tolerant_old,Lampsilini_old,Juveniles_old,Over_15yrs_old,tribe_old
588,201509020312.000000000000000,Megalonaias nervosa,,,,Live,,,15,94,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,0,,,0,0,0,0,1,Quadrulini
589,201509020312.000000000000000,Obliquaria reflexa,,,,Live,,,3,28,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
590,201509020312.000000000000000,Pyganodon grandis,,,,Fresh Dead,,,0,0,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,0,0,,,0,0,0,0,0,Anodontini
591,201509020312.000000000000000,Quadrula pustulosa,,,,Live,,,14,65,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
592,201509020312.000000000000000,Quadrula quadrula,,,,Fresh Dead,,,0,0,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,0,0,,,0,1,0,0,0,Quadrulini
593,201509020312.000000000000000,Toxolasma parvus,,,,Live,,,2,20,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
594,201509020312.000000000000000,Toxolasma parvus,,,,Live,,,1,12,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
595,201509020312.000000000000000,Truncilla donaciformis,,,,Live,,,1,14,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
596,201509020312.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743990.939400000497699,655369.195399999618530,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
597,201509020313.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744000.838600000366569,655404.674499999731779,Quantitative,0,0,,,0,1,0,0,0,Amblemini
598,201509020313.000000000000000,Quadrula pustulosa,,,,Fresh Dead,,,0,0,,,,,,4744000.838600000366569,655404.674499999731779,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
599,201509020313.000000000000000,Toxolasma parvus,,,,Live,,,1,11,,,,,,4744000.838600000366569,655404.674499999731779,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
600,201509020315.000000000000000,Lampsilis cardium,,,,Fresh Dead,,,0,0,,,,,,4744005.636700000613928,655410.440600000321865,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
601,201509020315.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4744005.636700000613928,655410.440600000321865,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
602,201509020315.000000000000000,Obliquaria reflexa,,,,Live,,,2,16,,,,,,4744005.636700000613928,655410.440600000321865,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
603,201509020315.000000000000000,Quadrula pustulosa,,,,Live,,,1,12,,,,,,4744005.636700000613928,655410.440600000321865,Quantitative,1,1,,,0,0,0,1,0,Quadrulini
604,201509020315.000000000000000,Toxolasma parvus,,,,Live,,,1,12,,,,,,4744005.636700000613928,655410.440600000321865,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
605,201509020316.000000000000000,Amblema plicata,,,,Live,,,2,14,,,,,,4743976.926000000908971,655387.124200000427663,Quantitative,1,1,,,0,1,0,1,0,Amblemini
606,201509020316.000000000000000,Amblema plicata,,,,Live,,,2,15,,,,,,4743976.926000000908971,655387.124200000427663,Quantitative,1,1,,,0,1,0,1,0,Amblemini
607,201509020316.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4743976.926000000908971,655387.124200000427663,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
608,201509020317.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744039.119999999180436,655427.743499999865890,Quantitative,0,0,,,0,1,0,0,0,Amblemini
609,201509020317.000000000000000,Obliquaria reflexa,,,,Live,,,1,13,,,,,,4744039.119999999180436,655427.743499999865890,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
610,201509020317.000000000000000,Potamilus alatus,,,,Fresh Dead,,,0,0,,,,,,4744039.119999999180436,655427.743499999865890,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
611,201509020317.000000000000000,Toxolasma parvus,,,,Fresh Dead,,,0,0,,,,,,4744039.119999999180436,655427.743499999865890,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
612,201509020318.000000000000000,Lampsilis siliquoidea,,,,Live,Male,,14,112,,,,,,4743981.381200000643730,655331.036399999633431,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
613,201509020318.000000000000000,Lampsilis siliquoidea,,,,Live,Male,,6,93,,,,,,4743981.381200000643730,655331.036399999633431,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
614,201509020319.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4744005.769700000062585,655373.662800000049174,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
615,201509020319.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4744005.769700000062585,655373.662800000049174,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
616,201509020319.000000000000000,Quadrula nodulata,,,,Fresh Dead,,,0,0,,,,,,4744005.769700000062585,655373.662800000049174,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
617,201509020319.000000000000000,Quadrula pustulosa,,,,Live,,,6,40,,,,,,4744005.769700000062585,655373.662800000049174,Quantitative,1,0,,,0,0,0,0,0,Quadrulini
618,201509020321.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744009.544399999082088,655372.058600000105798,Quantitative,0,0,,,0,1,0,0,0,Amblemini
619,201509020321.000000000000000,Fusconaia flava,,,,Live,,,12,60,,,,,,4744009.544399999082088,655372.058600000105798,Quantitative,1,0,,,0,0,0,0,0,Pleurobemini
620,201509020321.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4744009.544399999082088,655372.058600000105798,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
621,201509020321.000000000000000,Truncilla donaciformis,,,,Fresh Dead,,,0,0,,,,,,4744009.544399999082088,655372.058600000105798,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
622,201509020321.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4744009.544399999082088,655372.058600000105798,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
623,201509020322.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,1,0,0,0,Amblemini
624,201509020322.000000000000000,Fusconaia flava,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,0,0,0,0,Pleurobemini
625,201509020322.000000000000000,Lampsilis cardium,,,,Live,,,2,43,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
626,201509020322.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
627,201509020322.000000000000000,Lasmigona complanata,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,0,0,0,0,Anodontini
628,201509020322.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
629,201509020322.000000000000000,Obliquaria reflexa,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,1,1,0,0,Lampsilini
630,201509020322.000000000000000,Obovaria olivaria,,,,Live,,,3,31,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
631,201509020322.000000000000000,Truncilla donaciformis,,,,Live,,,2,15,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
632,201509020322.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4743976.085000000894070,655418.021300000138581,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
633,201509020324.000000000000000,Lampsilis siliquoidea,,,,Live,,,8,99,,,,,,4743589.058299999684095,655368.436400000005960,Quantitative,1,0,,,0,0,1,0,0,Lampsilini
634,201509020325.000000000000000,Truncilla donaciformis,,,,Live,,,2,14,,,,,,4744046.419700000435114,655417.219499999657273,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
635,201509020326.000000000000000,Amblema plicata,,,,Live,,,9,58,,,,,,4744045.672100000083447,655394.047600000165403,Quantitative,1,0,,,0,1,0,0,0,Amblemini
636,201509020326.000000000000000,Lampsilis siliquoidea,,,,Fresh Dead,,,0,0,,,,,,4744045.672100000083447,655394.047600000165403,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
637,201509020326.000000000000000,Megalonaias nervosa,,,,Fresh Dead,,,0,0,,,,,,4744045.672100000083447,655394.047600000165403,Quantitative,0,0,,,0,0,0,0,0,Quadrulini
638,201509020326.000000000000000,Obliquaria reflexa,,,,Live,,,2,19,,,,,,4744045.672100000083447,655394.047600000165403,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
639,201509020326.000000000000000,Truncilla truncata,,,,Fresh Dead,,,0,0,,,,,,4744045.672100000083447,655394.047600000165403,Quantitative,0,0,,,0,0,1,0,0,Lampsilini
640,201509020327.000000000000000,Obliquaria reflexa,,,,Live,,,6,44,,,,,,4744066.912200000137091,655393.751500000245869,Quantitative,1,0,,,0,1,1,0,0,Lampsilini
641,201509020327.000000000000000,Obliquaria reflexa,,,,Live,,,2,18,,,,,,4744066.912200000137091,655393.751500000245869,Quantitative,1,1,,,0,1,1,1,0,Lampsilini
642,201509020328.000000000000000,Amblema plicata,,,,Fresh Dead,,,0,0,,,,,,4744077.475600000470877,655380.923600000329316,Quantitative,0,0,,,0,1,0,0,0,Amblemini
643,201509020328.000000000000000,Lampsilis higginsii,,,,Fresh Dead,,,0,0,,,,,,4744077.475600000470877,655380.923600000329316,Quantitative,0,0,,,1,0,1,0,0,Lampsilini
644,201509020328.000000000000000,Toxolasma parvus,,,,Live,,,1,14,,,,,,4744077.475600000470877,655380.923600000329316,Quantitative,1,1,,,0,0,1,1,0,Lampsilini
